business_id,vector
HfUg6QeGgjBeuzhDFF_DTA,"[0.14233394 0.14233394 0.14233394 0.14233394 0.16177838 0.15205616
 0.14233394 0.14233394]"
HgW3jrVQoTwSK7YYwZsD_g,"[0.19028628 0.19028628 0.19028628 0.19028628 0.19028628 0.19028628
 0.19028628 0.19028628]"
Hh4qRAOswrmBNWt3wPn8rw,[nan nan nan nan nan nan nan nan]
HhMXqS8h0SPOXv56Dc510w,[0.225 0.225 0.225 0.225 0.225 0.225 0.225 0.225]
HhmVGd16bxK2TjhVeN8M7Q,[nan nan nan nan nan nan nan nan]
Hi_VPxa6M1EnjOKbpeTW_A,"[-0.01785714 -0.01785714 -0.01785714 -0.01785714 -0.01785714 -0.01785714
 -0.01785714 -0.01785714]"
HizuytxR0rUJ9_G34yuvCg,[nan nan nan nan nan nan nan nan]
HkbNItNrnXlNo59M0YyoMg,[nan nan nan nan nan nan nan nan]
HkqaMu-t208OAJ8HNcS9Jw,"[0.02098214 0.02098214 0.02098214 0.02098214 0.02098214 0.02098214
 0.02098214 0.02098214]"
HmOjP901Qg0NrkeVQheFjA,"[-0.02070621 -0.02174788 -0.01942697 -0.02070621 -0.02010533 -0.02848399
 -0.02070621 -0.02070621]"
Ho3ntCl5vBBcR8_2Gf0KfA,"[0.11593593 0.11374136 0.11771443 0.11593593 0.11377916 0.11464805
 0.12048138 0.11653598]"
HpG585npEeeMzr7d-dAbAg,[nan nan nan nan nan nan nan nan]
Hpi9raHlFm6prTSzFHTurg,[nan nan nan nan nan nan nan nan]
Hq-I1CmsR6X77aOYfXGYMA,"[0.09531746 0.09531746 0.09531746 0.09531746 0.09531746 0.10531746
 0.09531746 0.09531746]"
HqoiR_hVgNPR7L4XVZHyRw,"[-0.1618772 -0.1618772 -0.1618772 -0.1618772 -0.1618772 -0.1618772
 -0.1618772 -0.1618772]"
Hr9zcrdzr8FExZwDTr4VBw,"[-0.00708759 -0.00708759 -0.00708759 -0.00708759 -0.00708759 -0.00708759
 -0.00708759 -0.00708759]"
HrG_BxmOMPbqstycmzORzw,"[0.12468194 0.12468194 0.12468194 0.12468194 0.12468194 0.1241987
 0.12468194 0.12426422]"
HsxRZnaTgu4mRH38KloRCQ,"[0.06998016 0.06998016 0.06998016 0.06998016 0.06998016 0.06998016
 0.06998016 0.06998016]"
HsxWjTRb5cRJm4WkWlZceg,"[-0.01351862 -0.01351862 -0.01351862 -0.01351862 -0.01351862 -0.01351862
 -0.01351862 -0.01351862]"
HwZnm_jg0FEoEmttaQv4Og,"[0.69135101 0.69135101 0.69135101 0.69135101 0.69135101 0.69135101
 0.69135101 0.69135101]"
HxAtaLjGDWwOmw2x1Fm3cw,"[0.13097338 0.13097338 0.13231267 0.13097338 0.13097338 0.13172338
 0.13097338 0.13172338]"
HxUD_4GpOInD-mXIppZiZA,"[0.15163153 0.15163153 0.15163153 0.15163153 0.15163153 0.15163153
 0.15163153 0.15163153]"
Hxf9M7OJVtBGzGMB6e4BVw,[nan nan nan nan nan nan nan nan]
Hxy2JinkHvPDEB12tXJ-qw,[nan nan nan nan nan nan nan nan]
HykFCJwcTZDjKI2uuv1wCA,"[0.06294783 0.06294783 0.06294783 0.06535358 0.06294783 0.06294783
 0.06294783 0.07455497]"
HzGvJfEgRsUX8zRUU6LXjg,"[0.50537037 0.50537037 0.50537037 0.50537037 0.50537037 0.49611111
 0.54231481 0.50537037]"
HzgubLcWmXClHfZY5qyVfw,"[0.10687322 0.10687322 0.10687322 0.10687322 0.10687322 0.10687322
 0.10687322 0.10687322]"
I02fZsl5otCPP1XRu0y40Q,[nan nan nan nan nan nan nan nan]
I1EpcP1I3e9vZwYzZGUOLQ,[0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2]
I1sc_5BPCKFQRcpe-iU_qQ,"[0.15519677 0.15519677 0.15519677 0.15519677 0.15406041 0.15519677
 0.15576496 0.15519677]"
I21spIBjL5XEaHJopjjR1w,"[0.21258433 0.21258433 0.21258433 0.21258433 0.21258433 0.21258433
 0.21258433 0.21258433]"
I2RlBxknzpUEiyWgu_1tog,[nan nan nan nan nan nan nan nan]
I2iEgVHQpxWRslCbNoYkiQ,"[0.20224978 0.20224978 0.20224978 0.20224978 0.20224978 0.20299934
 0.20549653 0.20224978]"
I2xgcJS5UrkexDX0sDmE3g,"[0.35807302 0.35807302 0.35807302 0.35807302 0.35807302 0.35807302
 0.35807302 0.3589619 ]"
I3G2JYu61LSCZDs4CYtuFA,[0. 0. 0. 0. 0. 0. 0. 0.]
I49nMBeU3fke0W_qCkmU8g,[nan nan nan nan nan nan nan nan]
I4EmpNOW7zCcx7fUnQ9ixg,[nan nan nan nan nan nan nan nan]
I4N4K9C77d0ePokqLzSdaw,"[0.07036078 0.07036078 0.07036078 0.07036078 0.07036078 0.07036078
 0.06801703 0.07036078]"
I4gCIHgwtB_Hm-mVhWMX6A,[nan nan nan nan nan nan nan nan]
I4tp53A6qj6m_TXcwhBhqw,[nan nan nan nan nan nan nan nan]
I779CNMLWhZu6BxkGfLvwQ,[nan nan nan nan nan nan nan nan]
I7RBXY0ZLId4-KRSaVfgMA,"[0.07916667 0.07916667 0.07916667 0.07916667 0.07916667 0.07916667
 0.07916667 0.07916667]"
I8rMh_AwvZi3U1p-aen2Hw,"[0.19485663 0.19485663 0.19485663 0.20485663 0.1947782  0.19809852
 0.20485663 0.20418997]"
IE6EzUMcViYhLjFHyAgRsg,"[0.07928431 0.07928431 0.07928431 0.07928431 0.07928431 0.07928431
 0.07928431 0.07928431]"
IETo39FTLKPa5-7QYBC4lw,"[0.00210803 0.00210803 0.00210803 0.00210803 0.00210803 0.00210803
 0.00356637 0.00210803]"
IFMY6T6kyJ4ch1ZOI19hug,"[0.19861178 0.19861178 0.19861178 0.19861178 0.19861178 0.20281633
 0.20366229 0.19861178]"
IGkxbMVWcO1WrkJjdip4OA,[nan nan nan nan nan nan nan nan]
IJDPyAjEniGoVjj4kSi-Mw,"[0.14188988 0.14188988 0.14188988 0.14188988 0.14188988 0.14188988
 0.14188988 0.14188988]"
IKFQtsWy1Ib52yYdwaehGQ,[nan nan nan nan nan nan nan nan]
IL5h9d9g-0eBvzvj2BxJFw,"[0.14406868 0.14406868 0.14406868 0.14406868 0.14406868 0.14406868
 0.14406868 0.14406868]"
ILA41PhErg4bl1royzDX4g,[nan nan nan nan nan nan nan nan]
ILg0oTji6ASxCk-lb3vxTA,"[0.14559458 0.14559458 0.14559458 0.14559458 0.14559458 0.14559458
 0.14559458 0.14559458]"
ILxuS8-QDJFamnyDoXqLdg,"[0.12364583 0.12364583 0.12364583 0.12364583 0.12364583 0.12364583
 0.12364583 0.12364583]"
IM0TtB5VSqeNFMCeXR9Txg,"[0.12857936 0.12857936 0.12857936 0.12857936 0.12988144 0.12857936
 0.12988144 0.12857936]"
INZDJei7P1kG7l4ntBJ7hA,"[0.20393353 0.20393353 0.20393353 0.20393353 0.20393353 0.20393353
 0.20393353 0.20393353]"
IOYc8AyvaIhmRTThxccmFA,"[0.17133707 0.17133707 0.17133707 0.17133707 0.17372558 0.17133707
 0.17335201 0.17133707]"
IOdguyRw1y3-_USDL7LXIA,"[0.16191406 0.16191406 0.16191406 0.16191406 0.16191406 0.16191406
 0.16191406 0.16191406]"
IPEQKKR2yozx4-4hjUx13w,"[0.10265857 0.10265857 0.10265857 0.1100931  0.09812443 0.10161691
 0.10252836 0.10265857]"
IQgrWGRX6O0XvONGJtRTsw,"[0.27462933 0.27462933 0.27462933 0.27462933 0.28385552 0.27462933
 0.27462933 0.27462933]"
IRaZSzxa-6fM1-JZvKZ_4g,"[0.26139718 0.26139718 0.26139718 0.26139718 0.26139718 0.26139718
 0.26139718 0.26139718]"
ITZFaNBs54xradAO7o_QPA,[nan nan nan nan nan nan nan nan]
IU31IE28AnAduEqJ5Gzvkg,[nan nan nan nan nan nan nan nan]
IVkEpFjsUxnlihWeDU6EQw,[nan nan nan nan nan nan nan nan]
IVkxhvEuuFrCAnkmDZrtSw,"[0.00064904 0.00064904 0.00064904 0.00339629 0.00064904 0.00064904
 0.00064904 0.00064904]"
IW2XmgexmkPK3mkbLOEcKA,"[0.23114087 0.23114087 0.23114087 0.23114087 0.23114087 0.23114087
 0.23114087 0.23114087]"
IYedXxcwJJwxv-6DpMPvtA,[nan nan nan nan nan nan nan nan]
IZ6o2o_Qt4gxFeYWQxO6PA,"[0.08292741 0.08292741 0.08292741 0.08292741 0.08292741 0.08292741
 0.08292741 0.08639964]"
IZUDXIq5SULhQ5RGLCdB7g,[nan nan nan nan nan nan nan nan]
Ia6G7YSAXi8twqvUJDcoHg,"[0.18083333 0.18083333 0.18083333 0.18083333 0.18083333 0.18083333
 0.18083333 0.18083333]"
Iak9dFVLw37CLFzk2DPPrA,"[0.14012661 0.14012661 0.14012661 0.14012661 0.14012661 0.13971655
 0.13770473 0.14031891]"
IbMuq-Hj_S_tEo9joFN3Vg,"[0.1190682 0.1190682 0.1190682 0.1190682 0.1190682 0.1190682 0.1190682
 0.1499324]"
Ib_Exw8-jklA2rwpYMuBKg,"[0.13960702 0.13960702 0.13960702 0.13960702 0.13960702 0.13960702
 0.16044035 0.13960702]"
IcElz_mFxcOwWActV0gqFg,"[0.33273956 0.33273956 0.33273956 0.33050742 0.33273956 0.33273956
 0.33273956 0.35059671]"
Icg71cev4vArrAEPkgq--Q,"[0.18276455 0.18276455 0.18276455 0.18276455 0.18276455 0.18276455
 0.18276455 0.18276455]"
IchvEfkz3yOC1mOjE1W_sQ,"[0.11244162 0.11244162 0.11244162 0.11244162 0.12336672 0.11244162
 0.11244162 0.11244162]"
IeYEMn2c3tlhtol18n_Log,[nan nan nan nan nan nan nan nan]
IeaBT-1DYkTNZiu5F2aS8w,"[0.16606516 0.16606516 0.16606516 0.16606516 0.16606516 0.16606516
 0.16606516 0.16606516]"
Ii9VlWBDsViaihC3ZrkQdw,[nan nan nan nan nan nan nan nan]
IiTLzksQAv9U8CW3s0bmlg,[nan nan nan nan nan nan nan nan]
IjLIqTykErCAmoKXTQSQ7w,"[0.18873016 0.18873016 0.18873016 0.18873016 0.18873016 0.18873016
 0.18873016 0.18873016]"
IjPGaNpqcFl9byTSpg0AmQ,[nan nan nan nan nan nan nan nan]
IjRMUEf19Y1MmIVjqGyS4g,[nan nan nan nan nan nan nan nan]
IjnoMsl8oZqC5jg603Mn2Q,"[0.1212963 0.1212963 0.1212963 0.1212963 0.1212963 0.1212963 0.1212963
 0.1212963]"
IjpnjGICk07ywRMzs9Uu7Q,"[0.00947192 0.00947192 0.00947192 0.00947192 0.01764499 0.00813645
 0.00947192 0.00947192]"
IkArs0T3Uxb7epPf3wWCPA,"[0.1970548  0.1979923  0.19699376 0.1970548  0.1970548  0.19816591
 0.1967423  0.1970548 ]"
IkqJXoxy15MxlbOFePeBtA,"[0.28061764 0.28061764 0.28061764 0.28061764 0.28061764 0.28061764
 0.28061764 0.28061764]"
IlEyOZ_6dUuhrDqpMN2GXw,"[0.18663004 0.18663004 0.18663004 0.18663004 0.18663004 0.18663004
 0.1919185  0.18663004]"
IlLKpNu4BrIhjruik8poiQ,[nan nan nan nan nan nan nan nan]
ImAEpu22OOSLcsBnXgNhKw,"[0.05445076 0.05445076 0.05445076 0.05445076 0.05445076 0.05445076
 0.05445076 0.05445076]"
InLViNHSsulH_3Oo3kDK-A,"[0.12446145 0.12446145 0.12446145 0.12446145 0.12446145 0.12446145
 0.12446145 0.12446145]"
IoMUTHajJFgJD0Jqqqt0PQ,"[0.17812004 0.17812004 0.17812004 0.17812004 0.17812004 0.17812004
 0.17812004 0.17812004]"
IohmLyQ-spRYgGldapMSyg,"[0.13070047 0.13070047 0.13070047 0.13070047 0.12772428 0.13070047
 0.13165285 0.13034333]"
IpLk18jwKGXYJ9Qre8ZkDg,"[-0.02991567 -0.02991567 -0.02991567 -0.02991567 -0.02991567 -0.03170139
 -0.02991567 -0.02991567]"
IpmtWGSDSC4mHM70YEHAkQ,"[-0.01822917 -0.01822917 -0.01822917 -0.01822917 -0.01822917 -0.01822917
 -0.01822917 -0.01822917]"
Iq8mpYhdMUmpUogsJ-mSvA,"[-0.07201771 -0.07201771 -0.07201771 -0.07201771 -0.07201771 -0.07201771
 -0.07201771 -0.07201771]"
Ir05Hj7Z2XLN-aV7P7KzmQ,"[0.06310296 0.06310296 0.06310296 0.06310296 0.06310296 0.06310296
 0.06310296 0.06310296]"
Ir3vifQE5zVAMYQgA6ywhw,[nan nan nan nan nan nan nan nan]
IsD1qCd198cKnzdjH03M1Q,[nan nan nan nan nan nan nan nan]
IsIKU8ndr3aU5sFTb4LuPA,"[0.11806594 0.11806594 0.11806594 0.11806594 0.11806594 0.11588627
 0.11806594 0.11806594]"
IsKUJOHyRX5Trp7Xo1m6LQ,[nan nan nan nan nan nan nan nan]
ItiJltRGXaSUgcxa5IVAug,"[0.22712421 0.22712421 0.22712421 0.22712421 0.22712421 0.24059051
 0.22712421 0.22851568]"
IwANarOOVt2s7LKEidXQEg,[nan nan nan nan nan nan nan nan]
IwpA1F6Iq3Gh-VOfaVFrmQ,"[-0.07622869 -0.07622869 -0.07622869 -0.07622869 -0.07622869 -0.07622869
 -0.07622869 -0.07622869]"
IyVdd_IqwUtzQDTxw2W9qw,[nan nan nan nan nan nan nan nan]
IzOl0LYRUy_z9IZzA4bB-Q,"[0.0997577  0.0997577  0.0997577  0.102788   0.0997577  0.0997577
 0.09874759 0.0997577 ]"
IzdLLebxhDjnugxAMc-4EA,[nan nan nan nan nan nan nan nan]
J-DnAgvDfuF2bK2R_C7rog,"[0.00451389 0.00451389 0.00451389 0.00451389 0.00451389 0.04618056
 0.00451389 0.00451389]"
J1CUXv7655690FJ3Ti7gPg,[nan nan nan nan nan nan nan nan]
J1qBizpsFruLRh05j_YBlg,"[0.54553571 0.54553571 0.54553571 0.54553571 0.54553571 0.54553571
 0.54553571 0.54553571]"
J28BGjxTkrceKunNwwoKNw,"[0.02337924 0.02337924 0.02337924 0.02337924 0.02337924 0.02337924
 0.02337924 0.02337924]"
J3jQbueIhG3-4TIPWDVvRA,"[0.2755381  0.27750134 0.27694004 0.2755381  0.2755381  0.2792975
 0.27872636 0.2813989 ]"
J4Dxfdqg8uXnDqjRgNtXpw,"[0.17507794 0.17507794 0.17507794 0.17507794 0.20139373 0.17507794
 0.17507794 0.17507794]"
J4aiMaaXWXqL8ypKY7PSYA,"[0.11704586 0.11704586 0.11704586 0.11704586 0.11704586 0.11704586
 0.11704586 0.11704586]"
J4kiXX-kifvjlSGS-hJHsw,"[0.19063757 0.19063757 0.19063757 0.19063757 0.19063757 0.19063757
 0.20730423 0.19063757]"
J5daYIrc-WnihJ5H9lyJmQ,"[0.0967461  0.0967461  0.0967461  0.0967461  0.09632943 0.0967461
 0.09910721 0.0967461 ]"
J7JsC4TYijfDu92wlM4HmQ,[nan nan nan nan nan nan nan nan]
J7hP7YIcPALQ3w0ozk87EA,[nan nan nan nan nan nan nan nan]
J86RrUNkKcL4hw6C06sG4A,[0.07875 0.07875 0.07875 0.07875 0.07875 0.07875 0.07875 0.07875]
JBXUkuS44NR7psieWOo9vQ,"[0.09693475 0.09693475 0.09693475 0.09693475 0.09693475 0.09693475
 0.09693475 0.12798944]"
JBZzE2ZJe7l0iEwQLjCJzw,"[0.06551189 0.06551189 0.06551189 0.06551189 0.06551189 0.06183224
 0.06551189 0.06551189]"
JBoiJEsaA5_n4rbVrsgYew,"[0.07955444 0.07955444 0.07955444 0.07955444 0.07343465 0.09166381
 0.07955444 0.07955444]"
JD7I3Fj_aWyKlClx4dExvQ,"[0.0826431 0.0826431 0.0826431 0.0826431 0.0826431 0.0826431 0.0826431
 0.0826431]"
JDBfYrkKENxtPjSeHNeKqA,"[0.29389222 0.29389222 0.29389222 0.29389222 0.29389222 0.29389222
 0.29389222 0.2963432 ]"
JDIbJyTbvmUqCDRHjGcGIQ,[nan nan nan nan nan nan nan nan]
JDV1ZQWgiubExvAzwdZRhA,"[0.21921774 0.21921774 0.21921774 0.21921774 0.21921774 0.21921774
 0.21921774 0.21921774]"
JE1Jiu6jmfMVbDdiLMm65A,"[0.14911511 0.14911511 0.17689289 0.14911511 0.14911511 0.14911511
 0.16527157 0.14911511]"
JFgevltPy11Fw3ifDseX0w,"[0.40037541 0.40037541 0.40037541 0.40037541 0.40037541 0.40037541
 0.40037541 0.40037541]"
JG4XtLRWFO8cWdvlgqEhyg,"[0.12204996 0.12204996 0.12204996 0.12204996 0.12204996 0.12204996
 0.12204996 0.12220785]"
JI_PIR0oI6-HsIih9Qm1jw,[nan nan nan nan nan nan nan nan]
JIlybDRCddKZAJ2-Y8SKCg,"[0.46261364 0.46261364 0.46261364 0.46261364 0.46261364 0.46261364
 0.46261364 0.46261364]"
JIqY-gLXE-nJmA8jb6FOAQ,[nan nan nan nan nan nan nan nan]
JJh7q69jbfACuVBr93p8EQ,"[0.10907672 0.10907672 0.10907672 0.10907672 0.10907672 0.10907672
 0.11702487 0.10907672]"
JJibr0Fai-XdvYX2HFoekQ,"[-0.03611111 -0.03611111 -0.03611111 -0.03611111 -0.03611111 -0.03611111
 -0.03611111 -0.03611111]"
JKU4Kk4p5fzv0TFapUnyYg,"[0.40363636 0.40363636 0.40363636 0.40363636 0.40363636 0.40363636
 0.42424242 0.40363636]"
JLpss-H1qX4tJ9eRuSqgmw,"[0.17427635 0.17427635 0.17427635 0.17427635 0.17427635 0.17427635
 0.17427635 0.17331481]"
JMgs4_hfNyU3gYbbq2Dg8A,"[-0.07682292 -0.07682292 -0.07682292 -0.07682292 -0.07682292 -0.07682292
 -0.07682292 -0.07682292]"
JNKb9LgYVwWGW3-Mm6o31g,[nan nan nan nan nan nan nan nan]
JOi9CvA0AiPn5o3SSxG3OQ,"[0.16714286 0.16714286 0.16714286 0.16714286 0.16714286 0.16714286
 0.16714286 0.14769841]"
JQbAksVl1luNa83C6-5xmw,"[0.3979658 0.3979658 0.3979658 0.3979658 0.3979658 0.3979658 0.3979658
 0.3979658]"
JS9kiCf8YuHWbCnHQDSkrA,"[0.14178531 0.14178531 0.14178531 0.14178531 0.14288761 0.14178531
 0.14178531 0.14178531]"
JSsA9XrRIj7k1kgUjoYp1Q,"[-0.03416667 -0.03416667 -0.03416667 -0.03416667 -0.03416667 -0.05916667
 -0.03416667 -0.03416667]"
JTta39X_ztuq93graL_oMA,[nan nan nan nan nan nan nan nan]
JUEc2xQBF-4nWuslcpVo1g,"[0.22198771 0.22198771 0.22198771 0.22198771 0.22198771 0.22198771
 0.22198771 0.21942361]"
JUOX_If4uwA_GKZtF55bIQ,[nan nan nan nan nan nan nan nan]
JV5G9RDJeOQPLHGUfi1J_A,[0.19375 0.19375 0.19375 0.19375 0.19375 0.19375 0.19375 0.19375]
JVIOpdxjLWsYyx0yupckgA,"[0.06074548 0.06074548 0.06074548 0.06074548 0.06074548 0.06074548
 0.06074548 0.06074548]"
JVXWNfaZwR9JHNRQMjNWrA,"[0.25190476 0.25190476 0.25190476 0.25190476 0.25190476 0.25190476
 0.25190476 0.25190476]"
JWsukGGLg9n01Ejw1RKFTQ,[nan nan nan nan nan nan nan nan]
JXgIK23h2AKsNIn2De1VFg,[nan nan nan nan nan nan nan nan]
JXhi6GuB6wqBfw2Tc7ohvw,[nan nan nan nan nan nan nan nan]
JXmYodz9jw1P23Ygx4OZTQ,[nan nan nan nan nan nan nan nan]
JYzP9hYTwOQhFeCEAx2zng,"[-0.14739583 -0.14739583 -0.14739583 -0.14739583 -0.14739583 -0.14739583
 -0.14739583 -0.14739583]"
JZdWWOfy2rq5PuIXyqYbTQ,"[-0.12523148 -0.12523148 -0.12523148 -0.12523148 -0.12523148 -0.12523148
 -0.12523148 -0.12523148]"
Ja4stXdNYr39u5CZHMNtjw,[nan nan nan nan nan nan nan nan]
JaTMTpzALqsL2lesFRrQkw,[nan nan nan nan nan nan nan nan]
JcMFunK0NcgKBsbTkjin5w,[nan nan nan nan nan nan nan nan]
Jc_5z3Rooj3vYJZZ9zHajA,"[0.02881944 0.02881944 0.02881944 0.02881944 0.02881944 0.02881944
 0.02881944 0.02881944]"
Jh9ssm-tIYZTJTGDUBYpmg,"[0.23761905 0.23761905 0.23761905 0.23761905 0.23761905 0.23761905
 0.23761905 0.23761905]"
Jhsgg9RSmI8vm5bXKJtDDA,[nan nan nan nan nan nan nan nan]
JkA_vV54bm5NrKuQuM24Jg,"[0.20166667 0.20166667 0.20166667 0.20166667 0.20166667 0.20166667
 0.20166667 0.20166667]"
JkijYogaYiDbNbtPyVA3mA,"[-0.05923032 -0.05923032 -0.05923032 -0.05923032 -0.05923032 -0.06339699
 -0.06339699 -0.05923032]"
JkqPga7QRgioWkWMD6gTCQ,"[0.10659722 0.10659722 0.10659722 0.10659722 0.10659722 0.10659722
 0.10659722 0.10659722]"
JlIXNCT5XI0QMK7izq-LQg,"[0.06318033 0.06651367 0.06651367 0.06318033 0.06318033 0.06318033
 0.06193033 0.06318033]"
JoZjCxjbS-01rjBz3KR8Nw,"[0.25458995 0.25458995 0.25458995 0.25458995 0.25458995 0.25458995
 0.25458995 0.25458995]"
Joq_hvk5HvkR0fEGnmYMzA,[-0.3375 -0.3375 -0.3375 -0.3375 -0.3375 -0.3375 -0.3375 -0.3375]
JrlWOpx0n6SgQQrZuv9u1Q,[nan nan nan nan nan nan nan nan]
Js2u5AkoIZesuznYqneewA,"[0.25015046 0.25015046 0.25015046 0.25015046 0.25015046 0.25737269
 0.25015046 0.25015046]"
JuFnUtKUvQRVZBUS8L7HcA,"[0.33942692 0.33942692 0.33942692 0.33942692 0.35742692 0.33942692
 0.33942692 0.33942692]"
JvUlnK9j47e7U3VtWwE6Rg,[nan nan nan nan nan nan nan nan]
Jw9eCfSFQQ794AtR9Na7QQ,"[0.034646   0.034646   0.034646   0.034646   0.04040258 0.03468359
 0.034646   0.04655076]"
JwXNyXdJmk_YnXokLhpI8w,[nan nan nan nan nan nan nan nan]
JyOyefWjFt0q9KSu-IO6Kw,"[0.20315272 0.20315272 0.20315272 0.20315272 0.20315272 0.20040762
 0.20315272 0.20236841]"
JyQAX5OCTIYBEp7CcQsXCw,"[-0.02964438 -0.02964438 -0.02964438 -0.02964438 -0.02964438 -0.02964438
 -0.02964438 -0.02964438]"
JyeF41i3hQ2LE5Sc9jT7nQ,"[0.15904236 0.15904236 0.15904236 0.15904236 0.15904236 0.15904236
 0.16582146 0.15904236]"
JzNXaLxwWnC_zKOI0tkt2w,"[0.33607314 0.33607314 0.35333504 0.33607314 0.33607314 0.33607314
 0.36107314 0.33607314]"
JzNkCTqm4ukh4djWRNd2rg,"[0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222
 0.02222222 0.02222222]"
K0BwkpkeVKgp0gVIeiTEOA,"[0.03454861 0.03454861 0.03454861 0.13072917 0.03454861 0.03454861
 0.08263889 0.03454861]"
K0KkIgp20PwmUafJBSpFNQ,"[0.34076593 0.34076593 0.34554023 0.34076593 0.34076593 0.34076593
 0.34076593 0.34169185]"
K0SCG-CrzVJ4CzKZIQYqFg,"[0.29286482 0.29171097 0.29171097 0.29286482 0.29286482 0.29286482
 0.29171097 0.29286482]"
K0gpWF0ASHjNbyaPLYe3dw,"[0.30386702 0.30386702 0.30386702 0.30386702 0.30386702 0.30817736
 0.30386702 0.30386702]"
K18XD4Qo2_-uSglplvNzEQ,[0.10625 0.10625 0.10625 0.10625 0.10625 0.10625 0.10625 0.10625]
K1QL6Yha3ZVsXWDMw6s5hw,[0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01]
K1yBPv4VqEoCSormO5R43Q,[-0.0625 -0.0625 -0.0625 -0.0625 -0.0625 -0.0625 -0.0625 -0.0625]
K2AyJDM7ngbHDcZraq4zaw,[nan nan nan nan nan nan nan nan]
K52BCdYKBzXyDKmpuJ7hSA,[nan nan nan nan nan nan nan nan]
K64lL9GW0UQC4LlJj-oMDA,"[0.17687347 0.17687347 0.17687347 0.17687347 0.17875463 0.17725957
 0.17803713 0.17689102]"
K6Ybqa3IVn2usnQADzTS8A,[nan nan nan nan nan nan nan nan]
K7IwZuMbUeEI9dSjUG_mJA,"[0.22461151 0.22461151 0.22461151 0.22461151 0.22461151 0.22461151
 0.22461151 0.22461151]"
K8O1xlF9pWkHLVXhC1CQFg,[0.09125 0.09125 0.09125 0.09125 0.09125 0.09125 0.09125 0.09125]
K8oElS51Fyvz3mhH6qljBw,"[0.07558082 0.07558082 0.07558082 0.07558082 0.07558082 0.1033586
 0.07558082 0.0730088 ]"
K9yqyW7uyOEota36rrz3ow,"[0.13593078 0.13593078 0.13593078 0.13593078 0.13593078 0.13593078
 0.13593078 0.13593078]"
KCcNOEgKxBav5Kf704J7HQ,"[0.13858065 0.13858065 0.13858065 0.13858065 0.1367288  0.13858065
 0.13858065 0.13741663]"
KE2x93Tltbj9eQbaBqgY8g,"[-0.01406727 -0.01406727 -0.01406727 -0.0141506  -0.01406727 -0.01406727
 -0.01528949 -0.01406727]"
KEZfDYt-c80hjN4Jp3BypQ,"[0.13926388 0.13926388 0.13926388 0.13926388 0.13926388 0.13926388
 0.13926388 0.13926388]"
KExXcWI8E34vJDRw3XbaQQ,[0.2325 0.2325 0.2325 0.2325 0.2325 0.2325 0.2325 0.2325]
KFRDQ7jDno1HcsxUFBuk3A,[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015]
KFZyLyTFypSIpCqeUp9dQg,[nan nan nan nan nan nan nan nan]
KGfMnX-nihj2lBQZJdOVNg,"[0.22722222 0.22722222 0.22722222 0.22722222 0.22722222 0.22722222
 0.22722222 0.22722222]"
KGqvUQQA4c9GJpi5-znsew,[nan nan nan nan nan nan nan nan]
KHY3vdAe0zUHNpWnA0og7Q,"[0.27532702 0.27532702 0.27532702 0.27532702 0.27532702 0.27532702
 0.27532702 0.27532702]"
KHZ8NKpNTkK_DKVUHAoJKQ,[nan nan nan nan nan nan nan nan]
KJyPe7JWU0ffJy-md5tHKw,[nan nan nan nan nan nan nan nan]
KKpTHYMs5-9zMOl4HA3p5w,"[0.1399397 0.1399397 0.1399397 0.1399397 0.1399397 0.1399397 0.1399397
 0.1399397]"
KMJs7cJjbTVtyv9LCBPjxA,"[0.04832729 0.04832729 0.04832729 0.04832729 0.04832729 0.04832729
 0.04832729 0.0590729 ]"
KOA3EA_eFxiRz5P2lAmM_Q,[nan nan nan nan nan nan nan nan]
KQ2s_2O4IxGfwqcrvOdkyg,"[-0.02190177 -0.02190177 -0.02190177 -0.02190177 -0.02190177 -0.02190177
 -0.02190177 -0.02268302]"
KQDJuVo1VN7DPBNSL6yqrg,[-0.04 -0.04 -0.04 -0.04 -0.04 -0.04 -0.04 -0.04]
KQtMhSzLs2ZYnXePAlkDQQ,"[0.21255743 0.21255743 0.22051198 0.21255743 0.21255743 0.21255743
 0.21696084 0.22051198]"
KRKVx6ZaHl2JyrZNC_NxKA,"[0.19209362 0.19209362 0.19159758 0.18931584 0.19152318 0.19209362
 0.19219282 0.19209362]"
KTI9e6Dbw5xu1zKvuKFNiQ,"[0.23274925 0.23274925 0.23274925 0.23274925 0.23274925 0.23452481
 0.23411919 0.23345947]"
KU1NZKMLGW8DRZYewYXsqg,"[0.15512787 0.15512787 0.15512787 0.15512787 0.15512787 0.15512787
 0.15512787 0.15512787]"
KVGgdv6bZ1GCNIZOY0SPag,"[0.1188969  0.11866439 0.1188969  0.1188969  0.1188969  0.1188969
 0.1188969  0.1188969 ]"
KVwV03I-APnUlAWmnz__gw,"[0.13799921 0.13799921 0.13799921 0.13799921 0.15466587 0.14133254
 0.13799921 0.13799921]"
KWM3i8hJ1W3dHGk_FmdsQw,"[0.14811414 0.14811414 0.14811414 0.14811414 0.14811414 0.14811414
 0.14811414 0.15381219]"
